1 56
1.00419 52
1.00419 588
1.0093 588
1.0093 588
1.01528 524
1.01664 588
1.01664 556
1.02496 588
1.02496 556
1.03328 588
1.03328 556
1.0416 588
1.0416 556
1.04992 588
1.04992 556
1.05824 588
1.05824 556
1.06656 588
1.06656 556
1.07488 588
1.07488 556
1.0832 588
1.0832 556
1.09152 588
1.09152 556
1.09984 588
1.09984 556
1.10816 588
1.10816 556
1.11648 588
1.11648 556
1.1248 588
1.1248 556
1.13312 588
1.13312 556
1.14144 588
1.14144 556
1.14976 588
1.14976 556
1.15479 588
1.15808 588
1.15982 556
1.1664 588
1.1664 556
1.17472 588
1.17472 556
1.18304 588
1.18304 556
1.19136 588
1.19136 556
1.19968 588
1.19968 556
1.208 588
1.208 556
1.21632 588
1.21632 556
1.22464 588
1.22464 556
1.23296 588
1.23296 556
1.24128 588
1.24128 556
1.2496 588
1.2496 556
1.25792 588
1.25792 556
1.26624 588
1.26624 556
1.27456 588
1.27456 556
1.28288 588
1.28288 556
1.2912 588
1.2912 556
1.29952 588
1.29952 556
1.30784 588
1.30784 556
1.31616 588
1.31616 556
1.32448 588
1.32448 556
1.3328 588
1.3328 556
1.34112 588
1.34112 556
1.34944 588
1.34944 556
1.35776 588
1.35776 556
1.36608 588
1.36608 556
1.3744 588
1.3744 556
1.38272 588
1.38272 556
1.39104 588
1.39104 556
1.39936 588
1.39936 556
1.40768 588
1.40768 556
1.416 588
1.416 556
1.42192 588
1.42695 588
1.42695 556
1.43288 588
1.43288 556
1.44096 588
1.44599 556


1.00209 56
1.00722 52
1.01319 52
1.01958 52
1.0279 52
1.03622 52
1.04454 52
1.05286 52
1.06118 52
1.0695 52
1.07782 52
1.08614 52
1.09446 52
1.10278 52
1.1111 52
1.11942 52
1.12774 52
1.13606 52
1.14438 52
1.14528 52
1.1527 52
1.1536 52
1.15773 52
1.16271 52
1.17024 52
1.17856 52
1.18688 52
1.1952 52
1.20352 52
1.21184 52
1.22016 52
1.22848 52
1.2368 52
1.24512 52
1.25344 52
1.26176 52
1.27008 52
1.2784 52
1.28672 52
1.29504 52
1.30336 52
1.31168 52
1.32 52
1.32832 52
1.33664 52
1.34496 52
1.35328 52
1.3616 52
1.36992 52
1.37824 52
1.38656 52
1.39488 52
1.41062 52
1.41152 52
1.41894 52
1.41984 52
1.42487 52
1.43079 52
1.4439 52
1.44888 52


